ExpenseID,ExpenseDate,FiscalYear,FiscalMonth,CostCenterCode,Department_ID,Branch_ID,Category_ID,Vendor,Invoice_Number,Description,Amount,Approval_Status,Requester_Employee_ID,Approver_Employee_ID,Payment_Status,Approved_Date,Payment_Date,Delay_Reason
EX0002445,10/4/2024,2024,2024-10,CC-HQ-D008,D008,B001,C902,Local Media Group,INV-D34T9QW5,Corporate Overhead - Marketing & Advertising - Local Media Group,11990.00,Approved,7912,7912,Delayed,10/4/2024,11/30/2024,Compliance Review
EX0000226,1/5/2024,2024,2024-01,CC-HQ-D007,D007,B001,C012,Staples,INV-Y2J8AYSV,Office Supplies & Admin - Staples,11980.00,Approved,2424,2424,Paid,1/5/2024,1/21/2024,
EX0004850,8/23/2025,2025,2025-08,CC-HQ-D006,D006,B001,C003,Cushman & Wakefield,INV-VPLFPE4S,Branch Rent & Leases - Cushman & Wakefield,11980.00,Approved,9935,2679,Paid,8/25/2025,9/14/2025,
EX0005302,10/20/2025,2025,2025-10,CC-HQ-D001,D001,B001,C001,ADP,INV-73QE6N21,Salaries & Payroll - ADP,11950.00,Approved,1409,1409,Paid,10/21/2025,11/8/2025,
EX0004006,5/3/2025,2025,2025-05,CC-B021,D010,B021,C008,EY,INV-4H77G88X,Professional Services (Legal/Consulting) - EY,11940.00,Approved,7224,7224,Paid,5/9/2025,5/15/2025,
EX0004089,5/27/2025,2025,2025-05,CC-HQ-D003,D003,B001,C003,Local Property Mgmt LLC,INV-NCNZLULY,Branch Rent & Leases - Local Property Mgmt LLC,11930.00,Approved,5506,5506,Paid,5/27/2025,6/1/2025,
EX0000480,2/15/2024,2024,2024-02,CC-HQ-D007,D007,B001,C012,Staples,INV-2IGAYY5J,Office Supplies & Admin - Staples,11900.00,Approved,2424,2424,Paid,2/20/2024,3/9/2024,
EX0001472,6/21/2024,2024,2024-06,CC-HQ-D008,D008,B001,C012,Office Depot,INV-M1E85TFE,Office Supplies & Admin - Office Depot,11880.00,Approved,7912,7912,Paid,6/26/2024,7/1/2024,
EX0004323,6/15/2025,2025,2025-06,CC-HQ-D003,D003,B001,C003,Cushman & Wakefield,INV-AZ12I3YJ,Branch Rent & Leases - Cushman & Wakefield,11880.00,Approved,5506,5506,Paid,6/21/2025,7/11/2025,
EX0000920,4/16/2024,2024,2024-04,CC-HQ-D002,D002,B001,C906,HQ Facilities Allocation,INV-3LBL0A4H,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,11870.00,Approved,2824,2824,Paid,4/18/2024,5/8/2024,
EX0003132,1/2/2025,2025,2025-01,CC-HQ-D003,D003,B001,C906,HQ Facilities Allocation,INV-LALXG4EY,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,11860.00,Approved,1520,5506,Paid,1/4/2025,1/11/2025,
EX0003164,1/13/2025,2025,2025-01,CC-HQ-D007,D007,B001,C006,Microsoft,INV-8UBU62GN,Software Licenses & Subscriptions - Microsoft,11830.00,Approved,2424,2424,Paid,1/19/2025,1/25/2025,
EX0001964,8/18/2024,2024,2024-08,CC-HQ-D007,D007,B001,C012,Staples,INV-QPCVF5U2,Office Supplies & Admin - Staples,11810.00,Approved,2424,2424,Paid,8/23/2024,9/6/2024,
EX0004721,8/25/2025,2025,2025-08,CC-B021,D010,B021,C008,EY,INV-2CY5U0GP,Professional Services (Legal/Consulting) - EY,11810.00,Approved,7224,7224,Paid,8/31/2025,9/16/2025,
EX0005555,11/30/2025,2025,2025-11,CC-HQ-D003,D003,B001,C003,Local Property Mgmt LLC,INV-5CII1PQL,Branch Rent & Leases - Local Property Mgmt LLC,11750.00,Approved,1520,5506,Paid,12/7/2025,12/22/2025,
EX0005796,12/11/2025,2025,2025-12,CC-HQ-D005,D005,B001,C005,Securitas,INV-HRF5JYKB,Security Services & Monitoring - Securitas,11730.00,Approved,4657,3286,Delayed,12/12/2025,1/3/2026,Invoice Discrepancy
EX0002204,9/6/2024,2024,2024-09,CC-HQ-D007,D007,B001,C002,Paychex,INV-H4XZYV0Z,Benefits & Payroll Taxes - Paychex,11720.00,Approved,2424,2424,Paid,9/6/2024,9/16/2024,
EX0006290,2/4/2026,2026,2026-02,CC-HQ-D006,D006,B001,C908,Corporate Shared Services,INV-LQ63FTYQ,Corporate Overhead - Procurement & Vendor Management - Corporate Shared Services,11690.00,Approved,9935,2679,Paid,2/13/2026,2/18/2026,
EX0001464,6/2/2024,2024,2024-06,CC-HQ-D007,D007,B001,C012,Office Depot,INV-455ASGIE,Office Supplies & Admin - Office Depot,11600.00,Approved,2424,2424,Paid,6/3/2024,6/12/2024,
EX0004554,7/3/2025,2025,2025-07,CC-HQ-D001,D001,B001,C008,Local Counsel LLP,INV-JX29F8BD,Professional Services (Legal/Consulting) - Local Counsel LLP,11570.00,Approved,1409,1409,Paid,7/7/2025,7/25/2025,
EX0003856,4/26/2025,2025,2025-04,CC-HQ-D002,D002,B001,C906,Corporate Shared Services,INV-AF9O80MG,Corporate Overhead - Finance & Accounting - Corporate Shared Services,11550.00,Approved,2824,2824,Paid,4/27/2025,5/13/2025,
EX0004814,8/6/2025,2025,2025-08,CC-HQ-D002,D002,B001,C906,Corporate Shared Services,INV-GB1TK3UV,Corporate Overhead - Finance & Accounting - Corporate Shared Services,11500.00,Approved,2824,2824,Paid,8/12/2025,8/30/2025,
EX0003661,3/14/2025,2025,2025-03,CC-HQ-D008,D008,B001,C905,Corporate Shared Services,INV-A9IC6ATU,Corporate Overhead - Loans and Credit - Corporate Shared Services,11480.00,Approved,7912,7912,Paid,3/16/2025,3/29/2025,
EX0003907,4/20/2025,2025,2025-04,CC-HQ-D008,D008,B001,C905,HQ Facilities Allocation,INV-D3838DWE,Corporate Overhead - Loans and Credit - HQ Facilities Allocation,11470.00,Approved,7912,7912,Paid,4/20/2025,4/27/2025,
EX0005797,12/9/2025,2025,2025-12,CC-HQ-D005,D005,B001,C005,Allied Universal,INV-QJSDWGBW,Security Services & Monitoring - Allied Universal,11460.00,Approved,3286,3286,Paid,12/10/2025,12/11/2025,
EX0002202,9/28/2024,2024,2024-09,CC-HQ-D007,D007,B001,C012,Amazon Business,INV-4WY0X9P0,Office Supplies & Admin - Amazon Business,11430.00,Approved,2424,2424,Paid,10/3/2024,10/9/2024,
EX0000216,1/21/2024,2024,2024-01,CC-HQ-D005,D005,B001,C010,Community Sponsorship Org,INV-E6D6H90N,Marketing & Community Outreach - Community Sponsorship Org,11420.00,Approved,3286,3286,Paid,1/25/2024,1/30/2024,
EX0000475,2/3/2024,2024,2024-02,CC-HQ-D007,D007,B001,C002,Paychex,INV-79YUSZ3B,Benefits & Payroll Taxes - Paychex,11380.00,Approved,2424,2424,Paid,2/3/2024,2/20/2024,
EX0002939,12/2/2024,2024,2024-12,CC-HQ-D007,D007,B001,C012,Amazon Business,INV-P1P8UQ6I,Office Supplies & Admin - Amazon Business,11380.00,Approved,2424,2424,Paid,12/7/2024,12/13/2024,
EX0002652,11/18/2024,2024,2024-11,CC-HQ-D003,D003,B001,C902,Google Ads,INV-R197S3FH,Corporate Overhead - Marketing & Advertising - Google Ads,11290.00,Approved,5506,5506,Paid,11/18/2024,12/8/2024,
EX0005312,10/28/2025,2025,2025-10,CC-HQ-D002,D002,B001,C001,Paychex,INV-HXZV33ZX,Salaries & Payroll - Paychex,11280.00,Approved,2824,2824,Paid,11/3/2025,11/23/2025,
EX0001211,5/15/2024,2024,2024-05,CC-HQ-D008,D008,B001,C010,Meta Ads,INV-DOJTIBOP,Marketing & Community Outreach - Meta Ads,11270.00,Approved,7912,7912,Paid,5/16/2024,5/30/2024,
EX0005055,9/8/2025,2025,2025-09,CC-HQ-D003,D003,B001,C003,CBRE,INV-JG71L44I,Branch Rent & Leases - CBRE,11260.00,Approved,1520,5506,Paid,9/11/2025,9/14/2025,
EX0002698,11/20/2024,2024,2024-11,CC-HQ-D008,D008,B001,C010,Google Ads,INV-FL58P2OL,Marketing & Community Outreach - Google Ads,11250.00,Approved,7912,7912,Paid,11/22/2024,12/7/2024,
EX0004104,5/22/2025,2025,2025-05,CC-HQ-D005,D005,B001,C005,Securitas,INV-0705JXQ7,Security Services & Monitoring - Securitas,11240.00,Approved,4657,3286,Paid,5/23/2025,5/26/2025,
EX0003052,1/31/2025,2025,2025-01,CC-B021,D010,B021,C010,Meta Ads,INV-5QIP71KP,Marketing & Community Outreach - Meta Ads,11210.00,Approved,7224,7224,Paid,2/7/2025,2/27/2025,
EX0004822,8/12/2025,2025,2025-08,CC-HQ-D003,D003,B001,C003,Local Property Mgmt LLC,INV-CM15VHAQ,Branch Rent & Leases - Local Property Mgmt LLC,11170.00,Approved,1520,5506,Paid,8/18/2025,8/27/2025,
EX0004843,8/3/2025,2025,2025-08,CC-HQ-D005,D005,B001,C005,Securitas,INV-BYNQMGA6,Security Services & Monitoring - Securitas,11160.00,Approved,3286,3286,Delayed,8/3/2025,9/13/2025,Threshold Review Hold
EX0006041,1/28/2026,2026,2026-01,CC-HQ-D005,D005,B001,C012,Amazon Business,INV-DXBC3UKH,Office Supplies & Admin - Amazon Business,11130.00,Approved,4657,3286,Paid,2/1/2026,2/16/2026,
EX0002688,11/20/2024,2024,2024-11,CC-HQ-D007,D007,B001,C002,Paychex,INV-DHXOG6AN,Benefits & Payroll Taxes - Paychex,11100.00,Approved,2424,2424,Paid,11/23/2024,12/3/2024,
EX0004574,7/19/2025,2025,2025-07,CC-HQ-D003,D003,B001,C003,Cushman & Wakefield,INV-ZVT6RJ40,Branch Rent & Leases - Cushman & Wakefield,11080.00,Approved,5506,5506,Paid,7/23/2025,8/2/2025,
EX0000725,3/20/2024,2024,2024-03,CC-HQ-D008,D008,B001,C012,Staples,INV-GCJKYRVP,Office Supplies & Admin - Staples,11070.00,Approved,7912,7912,Delayed,3/25/2024,4/28/2024,Compliance Review
EX0005297,10/15/2025,2025,2025-10,CC-HQ-D001,D001,B001,C005,Allied Universal,INV-8R62J7A8,Security Services & Monitoring - Allied Universal,11070.00,Approved,1409,1409,Paid,10/22/2025,10/27/2025,
EX0001720,7/14/2024,2024,2024-07,CC-HQ-D008,D008,B001,C010,Meta Ads,INV-WKSNHY9H,Marketing & Community Outreach - Meta Ads,10940.00,Approved,7912,7912,Paid,7/16/2024,7/30/2024,
EX0005097,9/12/2025,2025,2025-09,CC-HQ-D008,D008,B001,C905,HQ Facilities Allocation,INV-OALGRU42,Corporate Overhead - Loans and Credit - HQ Facilities Allocation,10920.00,Approved,7912,7912,Delayed,9/15/2025,11/3/2025,Invoice Discrepancy
EX0005653,12/13/2025,2025,2025-12,CC-B013,D010,B013,C010,Local Media Group,INV-VYXRE6Y6,Marketing & Community Outreach - Local Media Group,10920.00,Approved,4811,4811,Paid,12/13/2025,12/25/2025,
EX0005292,10/24/2025,2025,2025-10,CC-HQ-D001,D001,B001,C005,Local Security Co,INV-ZCWP52CB,Security Services & Monitoring - Local Security Co,10880.00,Approved,1409,1409,Paid,10/27/2025,11/16/2025,
EX0005303,10/12/2025,2025,2025-10,CC-HQ-D001,D001,B001,C005,Local Security Co,INV-AYTBTHBX,Security Services & Monitoring - Local Security Co,10860.00,Approved,1409,1409,Delayed,10/13/2025,11/24/2025,Compliance Review
EX0005773,12/17/2025,2025,2025-12,CC-HQ-D002,D002,B001,C001,Paychex,INV-CRHBQB14,Salaries & Payroll - Paychex,10820.00,Approved,2824,2824,Paid,12/22/2025,1/9/2026,
EX0003128,1/23/2025,2025,2025-01,CC-HQ-D002,D002,B001,C001,Paychex,INV-KKJCARQR,Salaries & Payroll - Paychex,10810.00,Approved,2824,2824,Paid,1/30/2025,2/8/2025,
EX0005826,12/10/2025,2025,2025-12,CC-HQ-D008,D008,B001,C905,Corporate Shared Services,INV-AJZ7QWHA,Corporate Overhead - Loans and Credit - Corporate Shared Services,10810.00,Approved,7912,7912,Paid,12/16/2025,12/26/2025,
EX0002402,10/13/2024,2024,2024-10,CC-HQ-D003,D003,B001,C902,Local Media Group,INV-M1T4NXCM,Corporate Overhead - Marketing & Advertising - Local Media Group,10770.00,Approved,1520,5506,Paid,10/13/2024,10/14/2024,
EX0005564,11/4/2025,2025,2025-11,CC-HQ-D005,D005,B001,C005,Securitas,INV-C7BLXGYA,Security Services & Monitoring - Securitas,10760.00,Approved,4657,3286,Paid,11/5/2025,11/14/2025,
EX0001417,6/7/2024,2024,2024-06,CC-HQ-D002,D002,B001,C011,Coursera for Business,INV-F57OCD51,"Training, Travel & Conferences - Coursera for Business",10720.00,Approved,2824,2824,Paid,6/8/2024,6/13/2024,
EX0001719,7/14/2024,2024,2024-07,CC-HQ-D007,D007,B001,C012,Office Depot,INV-MZOK9WMI,Office Supplies & Admin - Office Depot,10690.00,Approved,2424,2424,Paid,7/21/2024,7/27/2024,
EX0002178,9/25/2024,2024,2024-09,CC-HQ-D004,D004,B001,C008,Local Counsel LLP,INV-M18HMCVM,Professional Services (Legal/Consulting) - Local Counsel LLP,10680.00,Approved,5012,5012,Paid,9/26/2024,10/11/2024,
EX0003145,1/10/2025,2025,2025-01,CC-HQ-D004,D004,B001,C902,Local Media Group,INV-RXRCREDX,Corporate Overhead - Marketing & Advertising - Local Media Group,10620.00,Approved,5012,5012,Delayed,1/16/2025,2/23/2025,Threshold Review Hold
EX0001718,7/22/2024,2024,2024-07,CC-HQ-D007,D007,B001,C002,Paychex,INV-VXIWS4DH,Benefits & Payroll Taxes - Paychex,10610.00,Approved,2424,2424,Paid,7/24/2024,8/4/2024,
EX0005535,11/29/2025,2025,2025-11,CC-HQ-D001,D001,B001,C908,HQ Facilities Allocation,INV-ED6RE6ZR,Corporate Overhead - Procurement & Vendor Management - HQ Facilities Allocation,10610.00,Approved,1409,1409,PD,11/29/2025,12/16/2025,
EX0000735,3/23/2024,2024,2024-03,CC-HQ-D008,D008,B001,C010,Local Media Group,INV-D6W6ZJAY,Marketing & Community Outreach - Local Media Group,10600.00,Approved,7912,7912,Paid,3/23/2024,4/6/2024,
EX0006286,2/4/2026,2026,2026-02,CC-HQ-D006,D006,B001,C008,KPMG,INV-J1BP1RQM,Professional Services (Legal/Consulting) - KPMG,10600.00,Approved,2679,2679,Paid,2/10/2026,2/25/2026,
EX0005821,12/13/2025,2025,2025-12,CC-HQ-D008,D008,B001,C905,HQ Facilities Allocation,INV-SIOSE188,Corporate Overhead - Loans and Credit - HQ Facilities Allocation,10570.00,Approved,7912,7912,Paid,12/15/2025,12/26/2025,
EX0005294,10/27/2025,2025,2025-10,CC-HQ-D001,D001,B001,C005,Local Security Co,INV-LOCA4PHQ,Security Services & Monitoring - Local Security Co,10550.00,Approved,1409,1409,Paid,11/1/2025,11/11/2025,
EX0005536,11/18/2025,2025,2025-11,CC-HQ-D001,D001,B001,C908,Corporate Shared Services,INV-6EZRI8TE,Corporate Overhead - Procurement & Vendor Management - Corporate Shared Services,10550.00,Approved,1409,1409,PD,11/18/2025,11/24/2025,
EX0000923,4/28/2024,2024,2024-04,CC-HQ-D002,D002,B001,C001,Paychex,INV-UZKK1VSE,Salaries & Payroll - Paychex,10530.00,Approved,2824,2824,Paid,5/2/2024,5/18/2024,
EX0000724,3/11/2024,2024,2024-03,CC-HQ-D007,D007,B001,C012,Staples,INV-A8E05V6D,Office Supplies & Admin - Staples,10480.00,Approved,2424,2424,Paid,3/17/2024,4/5/2024,
EX0001198,5/7/2024,2024,2024-05,CC-HQ-D007,D007,B001,C002,ADP,INV-1IF5UME8,Benefits & Payroll Taxes - ADP,10470.00,Approved,2424,2424,Paid,5/9/2024,5/27/2024,
EX0001679,7/8/2024,2024,2024-07,CC-HQ-D002,D002,B001,C011,United,INV-5DZUDWDT,"Training, Travel & Conferences - United",10460.00,Approved,2824,2824,Paid,7/11/2024,7/17/2024,
EX0005362,10/18/2025,2025,2025-10,CC-HQ-D008,D008,B001,C001,ADP,INV-ZNJM4NAY,Salaries & Payroll - ADP,10450.00,Approved,7912,7912,Paid,10/25/2025,11/3/2025,
EX0002947,12/27/2024,2024,2024-12,CC-HQ-D008,D008,B001,C008,Deloitte,INV-5KVP2GN9,Professional Services (Legal/Consulting) - Deloitte,10400.00,Approved,7912,7912,Delayed,12/31/2024,2/5/2025,Vendor Documentation Missing
EX0005300,10/15/2025,2025,2025-10,CC-HQ-D001,D001,B001,C008,EY,INV-KT3HW335,Professional Services (Legal/Consulting) - EY,10360.00,Approved,1409,1409,Paid,10/19/2025,10/20/2025,
EX0002404,10/24/2024,2024,2024-10,CC-HQ-D003,D003,B001,C012,Office Depot,INV-TOIOOHFU,Office Supplies & Admin - Office Depot,10350.00,Approved,5506,5506,Paid,10/25/2024,11/4/2024,
EX0002907,12/11/2024,2024,2024-12,CC-HQ-D003,D003,B001,C902,Meta Ads,INV-LPOKZWKP,Corporate Overhead - Marketing & Advertising - Meta Ads,10340.00,Approved,1520,5506,Paid,12/17/2024,12/24/2024,
EX0003383,2/22/2025,2025,2025-02,CC-HQ-D001,D001,B001,C005,Securitas,INV-ODNUKKAU,Security Services & Monitoring - Securitas,10330.00,Approved,1409,1409,Paid,2/25/2025,3/16/2025,
EX0003415,2/6/2025,2025,2025-02,CC-HQ-D005,D005,B001,C006,ServiceNow,INV-KQHBDEDD,Software Licenses & Subscriptions - ServiceNow,10320.00,Approved,4657,3286,Paid,2/8/2025,2/16/2025,
EX0001415,6/4/2024,2024,2024-06,CC-HQ-D002,D002,B001,C001,ADP,INV-OPDSBEJ0,Salaries & Payroll - ADP,10310.00,Approved,2824,2824,Paid,6/9/2024,6/28/2024,
EX0003393,2/22/2025,2025,2025-02,CC-HQ-D003,D003,B001,C003,JLL,INV-TUU50002,Branch Rent & Leases - JLL,10310.00,Approved,1520,5506,Paid,2/23/2025,3/14/2025,
EX0005337,10/26/2025,2025,2025-10,CC-HQ-D005,D005,B001,C005,Local Security Co,INV-5J50FAGZ,Security Services & Monitoring - Local Security Co,10310.00,Approved,4657,3286,Paid,10/29/2025,11/4/2025,
EX0001912,8/5/2024,2024,2024-08,CC-HQ-D001,D001,B001,C010,Community Sponsorship Org,INV-73L12JON,Marketing & Community Outreach - Community Sponsorship Org,10300.00,Approved,1409,1409,Paid,8/8/2024,8/17/2024,
EX0002403,10/29/2024,2024,2024-10,CC-HQ-D003,D003,B001,C902,Local Media Group,INV-14P0V8RF,Corporate Overhead - Marketing & Advertising - Local Media Group,10300.00,Approved,1520,5506,Paid,11/4/2024,11/17/2024,
EX0002883,12/8/2024,2024,2024-12,CC-HQ-D001,D001,B001,C905,Corporate Shared Services,INV-VZ0VHJZC,Corporate Overhead - Loans and Credit - Corporate Shared Services,10300.00,Approved,1409,1409,Delayed,12/11/2024,1/1/2025,Threshold Review Hold
EX0005330,10/14/2025,2025,2025-10,CC-HQ-D005,D005,B001,C005,Local Security Co,INV-1MYRVNND,Security Services & Monitoring - Local Security Co,10300.00,Approved,3286,3286,Paid,10/16/2025,11/5/2025,
EX0006277,2/10/2026,2026,2026-02,CC-HQ-D005,D005,B001,C901,HQ Facilities Allocation,INV-I6TIEKBX,Corporate Overhead - Corporate Operations - HQ Facilities Allocation,10300.00,Pending,3286,3286,Processing,,,
EX0001967,8/4/2024,2024,2024-08,CC-HQ-D008,D008,B001,C010,Community Sponsorship Org,INV-IO960D6K,Marketing & Community Outreach - Community Sponsorship Org,10250.00,Approved,7912,7912,Delayed,8/5/2024,9/10/2024,Vendor Documentation Missing
EX0002214,9/20/2024,2024,2024-09,CC-HQ-D008,D008,B001,C008,PwC,INV-U4UVJQBX,Professional Services (Legal/Consulting) - PwC,10250.00,Approved,7912,7912,Paid,9/21/2024,9/29/2024,
EX0002380,10/21/2024,2024,2024-10,CC-HQ-D001,D001,B001,C010,Community Sponsorship Org,INV-NAONRVYY,Marketing & Community Outreach - Community Sponsorship Org,10220.00,Approved,1409,1409,Paid,10/27/2024,11/1/2024,
EX0005558,11/23/2025,2025,2025-11,CC-HQ-D004,D004,B001,C902,Meta Ads,INV-NRTKZF9X,Corporate Overhead - Marketing & Advertising - Meta Ads,10210.00,Approved,5012,5012,Paid,11/25/2025,12/2/2025,
EX0001474,6/15/2024,2024,2024-06,CC-HQ-D008,D008,B001,C008,EY,INV-RJ8CG5Y0,Professional Services (Legal/Consulting) - EY,10180.00,Approved,7912,7912,Delayed,6/19/2024,8/14/2024,Compliance Review
EX0003603,3/28/2025,2025,2025-03,CC-HQ-D002,D002,B001,C001,ADP,INV-9IOIO012,Salaries & Payroll - ADP,10180.00,Approved,2824,2824,Delayed,4/1/2025,5/6/2025,Compliance Review
EX0005544,11/17/2025,2025,2025-11,CC-HQ-D002,D002,B001,C003,Cushman & Wakefield,INV-19LDODLB,Branch Rent & Leases - Cushman & Wakefield,10140.00,Approved,2824,2824,Paid,11/18/2025,11/21/2025,
EX0004966,9/25/2025,2025,2025-09,CC-B021,D010,B021,C010,Local Media Group,INV-W2T6GY9J,Marketing & Community Outreach - Local Media Group,10140.00,Approved,7224,7224,Paid,9/30/2025,10/4/2025,
EX0002670,11/29/2024,2024,2024-11,CC-HQ-D005,D005,B001,C012,Office Depot,INV-3ULQ7ZCR,Office Supplies & Admin - Office Depot,10120.00,Approved,4657,3286,Paid,12/3/2024,12/13/2024,
EX0004338,6/27/2025,2025,2025-06,CC-HQ-D005,D005,B001,C005,Local Security Co,INV-S2KDXKQS,Security Services & Monitoring - Local Security Co,10120.00,Approved,3286,3286,Paid,7/2/2025,7/10/2025,
EX0002699,11/3/2024,2024,2024-11,CC-HQ-D008,D008,B001,C008,EY,INV-HRP2KWLT,Professional Services (Legal/Consulting) - EY,10090.00,Approved,7912,7912,Paid,11/5/2024,11/10/2024,
EX0002692,11/2/2024,2024,2024-11,CC-HQ-D008,D008,B001,C902,Community Sponsorship Org,INV-C3SXEL0V,Corporate Overhead - Marketing & Advertising - Community Sponsorship Org,10080.00,Approved,7912,7912,Paid,11/4/2024,11/24/2024,
EX0001966,8/13/2024,2024,2024-08,CC-HQ-D008,D008,B001,C010,Google Ads,INV-ZC83KPAE,Marketing & Community Outreach - Google Ads,10070.00,Approved,7912,7912,Paid,8/15/2024,8/23/2024,
EX0001473,6/24/2024,2024,2024-06,CC-HQ-D008,D008,B001,C012,Staples,INV-7JUY3Y5T,Office Supplies & Admin - Staples,10060.00,Rejected,7912,7912,Cancelled,,,
EX0003392,2/14/2025,2025,2025-02,CC-HQ-D003,D003,B001,C003,Local Property Mgmt LLC,INV-3QN3SQMY,Branch Rent & Leases - Local Property Mgmt LLC,10010.00,Approved,5506,5506,Paid,2/16/2025,3/2/2025,
EX0002955,12/26/2024,2024,2024-12,CC-HQ-D008,D008,B001,C008,Deloitte,INV-3B3WNVVX,Professional Services (Legal/Consulting) - Deloitte,10000.00,Approved,7912,7912,Paid,12/26/2024,1/14/2025,
EX0006061,1/25/2026,2026,2026-01,CC-HQ-D007,D007,B001,C902,Google Ads,INV-1HQWH58A,Corporate Overhead - Marketing & Advertising - Google Ads,10000.00,Approved,2424,2424,Delayed,1/29/2026,3/26/2026,Vendor Documentation Missing
EX0005043,9/25/2025,2025,2025-09,CC-HQ-D001,D001,B001,C005,Local Security Co,INV-GSTH3DAX,Security Services & Monitoring - Local Security Co,9990.00,Approved,1409,1409,Paid,9/30/2025,10/19/2025,
EX0005800,12/30/2025,2025,2025-12,CC-HQ-D005,D005,B001,C906,Corporate Shared Services,INV-TKD1LMII,Corporate Overhead - Finance & Accounting - Corporate Shared Services,9990.00,Approved,4657,3286,Paid,1/5/2026,1/14/2026,
EX0000191,1/6/2024,2024,2024-01,CC-HQ-D003,D003,B001,C008,PwC,INV-VC2FDFCQ,Professional Services (Legal/Consulting) - PwC,9980.00,Approved,1520,5506,Paid,1/13/2024,1/30/2024,
EX0005798,12/4/2025,2025,2025-12,CC-HQ-D005,D005,B001,C906,HQ Facilities Allocation,INV-VQNULRGO,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,9960.00,Approved,4657,3286,Paid,12/10/2025,12/26/2025,
EX0005059,9/6/2025,2025,2025-09,CC-HQ-D003,D003,B001,C012,Amazon Business,INV-2SA98BON,Office Supplies & Admin - Amazon Business,9950.00,Approved,5506,5506,Paid,9/9/2025,9/22/2025,
EX0005222,10/12/2025,2025,2025-10,CC-B021,D010,B021,C012,Staples,INV-2UOXIJ6B,Office Supplies & Admin - Staples,9940.00,Approved,7224,7224,Paid,10/12/2025,10/26/2025,
EX0001170,5/14/2024,2024,2024-05,CC-HQ-D004,D004,B001,C008,KPMG,INV-L448DIMN,Professional Services (Legal/Consulting) - KPMG,9920.00,Approved,5012,5012,Paid,5/15/2024,5/19/2024,
EX0003883,4/20/2025,2025,2025-04,CC-HQ-D005,D005,B001,C005,Allied Universal,INV-RDONR6ZW,Security Services & Monitoring - Allied Universal,9920.00,Approved,4657,3286,Paid,4/27/2025,5/14/2025,
EX0004590,7/30/2025,2025,2025-07,CC-HQ-D005,D005,B001,C006,Okta,INV-4DNAMN12,Software Licenses & Subscriptions - Okta,9920.00,Approved,4657,3286,Paid,8/4/2025,8/21/2025,
EX0004607,7/29/2025,2025,2025-07,CC-HQ-D007,D007,B001,C906,Corporate Shared Services,INV-1WPDXOW5,Corporate Overhead - Finance & Accounting - Corporate Shared Services,9910.00,Approved,2424,2424,Paid,8/2/2025,8/20/2025,
EX0002694,11/11/2024,2024,2024-11,CC-HQ-D008,D008,B001,C012,Amazon Business,INV-LCSSQSY1,Office Supplies & Admin - Amazon Business,9900.00,Approved,7912,7912,Paid,11/16/2024,12/5/2024,
EX0001678,7/28/2024,2024,2024-07,CC-HQ-D001,D001,B001,C905,Corporate Shared Services,INV-YNF513QR,Corporate Overhead - Loans and Credit - Corporate Shared Services,9880.00,Approved,1409,1409,Paid,8/3/2024,8/14/2024,
EX0000237,1/13/2024,2024,2024-01,CC-HQ-D008,D008,B001,C902,Community Sponsorship Org,INV-NUKGQ2WF,Corporate Overhead - Marketing & Advertising - Community Sponsorship Org,9870.00,Approved,7912,7912,Paid,1/14/2024,1/21/2024,
